class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,0,2130706444,20,0,0,0,0,0,0,230,13986,2170,0,0,0,1766,0,0,0,0,0,20962,17466,8486,1578,0,0,0,0,30,44,0,0,0,0,0,0,0,1358,15028,0,106,8,274,856,48,1424,13670,0,0,0,12356,2546,472,180,68,210,370,116,40,28,29502,0,0,18,0,1766,348,4146,4178,,,,8040,,29502,29502,30752,51,0,2834,28980,16482,1209600,788,2,10,0,8825.28,0,6488.64,0,12,0,0,172,12796,2504,398,516,0,0,0,0,6,29502,1266,16,110,34,200,2644,10002,2060,54,0,42,42,9746,1668,0,0,0,0,9794,98,96,0,0,0,0,0,0,0,0,484,0,0,0,0,292,72,45940,4596,0,0,0,0,0,2.16,86,8384,3728,978,212,556,772,562,1194,0,0,0,0
neg,22610,,,0,0,0,0,4314,404814,1268812,22408,1380,0,0,0,654600,0,214,,212926,309736,1307074,1351632,306210,87288,,0,0,0,556,132,0,0,0,0,0,0,0,181850,1519878,0,9782,3412,4126,6052,8862,1097300,310570,261624,0,0,531014,278628,281568,250040,125004,68042,44908,34724,40420,47380,1827288,,,1312,0,654600,22016,105298,199560,214520,0,0,85540,22609.98,1827288,1827288,,7594,,,610600,,1209600,68986,,,,,,,56,724,366,40628,357834,320824,501088,420072,57770,3040,106,0,,,1827288,6256,686,1108,179876,104788,990994,398486,19534,0,0,52,604,1260466,470028,74,1272,0,0,1307278,2298,,,,,,,,,,15868,,,,,,,,,,,,,,,1510,310398,416114,184578,57836,109010,235368,387562,818,44,0,,
neg,97794,2130706432,318,0,0,0,0,0,0,6284,935962,3851358,1629420,178934,13082,2773318,0,0,0,0,0,6040676,5461902,770672,490758,0,0,0,0,252,82,0,0,0,0,0,68136,1969164,1343982,3233758,0,4596,1378,1990,3070,170838,6429640,3526,2,0,0,1902110,1705220,616910,543602,480598,416464,441010,502946,6180,0,6812006,250,910,478,14,2773318,63134,373336,394810,100600,132280,154240,66280,97793.83,6812006,6812006,6799774,44637,1116,70490,753720,6615040,1209600,194174,2,116,0,5544360,0,1065480,0,1248,0,0,0,84488,1960344,3401828,1109984,51038,7004,354,24,28,6812006,9082,888,243104,548614,363142,3897798,1507398,44622,392,0,380,194,5594520,89870,0,34,0,12,5605050,2982,408,0,0,0,0,0,0,0,0,32362,94440,34382,0,0,202692,30244,14443200,1452202,5685866,3268,0,0,2557580,1592.76,1962,1118690,1088256,804840,408246,827562,775148,853536,548590,189706,466,0,0
neg,8,8,,0,0,0,0,0,0,1152,1498,1268,0,0,0,1114,0,0,0,242,376,8918,8068,4608,308,0,0,0,0,0,0,0,0,0,0,0,0,0,3004,914,0,44,8,28,898,20,2920,0,0,0,0,2818,178,108,38,36,12,20,392,130,186,13774,0,2,0,0,1114,76,3650,948,,,,4560,8.63,13774,13774,15102,21,0,1340,13700,3948,1209600,0,,,,1388.16,0,1608,0,18,0,0,500,534,2032,278,574,0,0,0,,4,13774,954,4,14,24,292,118,2214,298,0,0,,,,,,,,,,28,26,0,0,0,0,0,0,0,0,80,0,0,0,0,18,6,16640,1680,580,6,0,0,0,76.68,32,2662,966,168,66,30,12,14,0,0,0,0,0
neg,39022,792,672,0,0,0,0,0,63908,1296486,1418406,375060,85748,11804,396,1373266,0,4,0,51914,95458,2603310,2073588,1167482,493626,0,0,0,0,2198,3542,0,0,0,0,0,0,136648,2540360,574800,0,4144,1992,2990,5506,6524,36176,3069024,116082,9370,0,1447014,625832,294182,194100,136242,97646,79964,69296,39756,267776,3823286,5600,8076,39100,0,1373266,52048,634482,526896,356260,350300,405900,48700,39021.8,3823286,3823286,3772884,15488,1620,13720,188320,3254192,1209600,161224,4,152,0,2603516.16,66096,580431.36,398,1252,0,774,199496,674088,1200570,737038,319804,92570,23514,3954,0,36,3823286,6002,956,580584,164172,282370,1779920,416006,21488,308,2,526,6196,2601046,1072994,0,84010,0,0,2636208,5102,596,0,0,3220,67866,0,44,0,0,28970,6364,1386,8377642,1127846,150626,19872,9399580,953968,2220592,21072,0,0,0,1534.62,1946,688394,736358,486848,398820,315052,144252,395272,86496,290,26,0,0
neg,766,6,,0,0,0,0,0,0,39898,17864,8108,0,0,0,29198,0,86,0,1096,1524,63348,52518,41634,4022,0,0,0,0,8,0,0,0,0,0,0,0,856,39896,25118,0,512,178,248,882,802,36188,27060,0,0,0,34260,7540,5884,4646,3212,3028,1348,1548,2138,2266,106182,0,0,0,0,29198,916,31996,9428,,,,40840,766.18,106182,106182,102894,252,2332,10070,105320,66046,1209600,0,,,,43228.8,0,21640.32,4,86,0,0,5128,23096,26226,10612,800,8,0,0,,18,106182,1498,52,222,1630,3306,19044,38402,1716,0,0,,,,,,,,,,372,86,0,0,0,0,0,0,0,0,812,0,0,0,0,0,0,0,0,0,0,0,0,0,305.72,160,23410,10178,3850,1846,2898,2586,12616,8460,26,0,0,0
neg,3878,42,40,0,0,0,0,0,0,408,43856,139846,91144,14418,0,125538,0,0,0,0,0,280426,254262,37372,13834,0,0,0,0,42,10,0,0,0,0,0,0,136428,67406,85838,0,1544,5420,3886,7318,13370,258060,74,0,0,0,215056,44386,16464,8344,3516,1544,358,4,0,0,317962,20,390,136,0,125538,2380,10988,25824,,,,35960,3877.83,317962,317962,313950,729,52,30952,316260,289672,1209600,6194,6,16,0,146883.84,7834.56,134199.36,6,98,0,0,0,8978,95372,105014,79786,432,90,0,2,14,317962,858,88,3126,54508,15326,69398,138764,7314,290,0,60,110,145668,60580,24,14,0,0,160254,546,62,0,0,0,7862,0,0,0,0,1664,380,102,0,0,3342,710,200,20,0,0,0,0,1042980,345.48,306,146830,37708,13940,66904,19132,2812,972,358,1016,0,0,0
neg,145822,,,0,0,0,0,0,1102,365678,1187102,422398,54724,1038,0,4439666,0,0,,115444,169770,7753426,7009320,2166492,665598,,0,0,0,2530,1464,0,0,0,0,0,0,28,647128,1384886,0,2372,456,548,738,21472,1980318,15986,10152,0,0,513026,553426,335810,170504,107076,76702,59080,51792,29284,135342,10036674,,,2562,0,4439666,126434,1393014,767214,278740,231120,172820,102320,145821.11,10036674,10036674,,50236,,,341760,,1209600,283082,,,,7538959.68,37089.6,1075904.64,0,488,0,216,51560,199206,515568,559536,257688,170772,228766,48730,,,10036674,2676,388,68078,69512,46528,1268562,550168,25904,226,0,1324,4676,6322792,2444642,3042,102360,0,0,6904934,8876,,,,,,,,,,66820,,,,,,,,,,,,,,,910,195362,245626,181400,74232,129420,148286,178238,839380,39982,116,,
neg,1476,30,28,0,0,0,0,0,5286,108848,17024,8082,0,0,0,54530,0,0,0,10384,21586,113028,103338,38298,9752,0,0,0,0,152,26,0,0,0,0,0,0,0,32776,106464,0,398,210,360,2828,10460,124984,0,0,0,0,59608,50520,22156,4476,1026,452,294,148,508,52,161856,42,54,2,0,54530,1828,16234,21952,,,,37320,1476.22,161856,161856,161476,492,66,15588,160680,139240,1209600,4414,2,16,0,90565.44,2196.48,45127.68,0,70,0,5414,77464,43758,10392,1968,220,24,0,0,0,6,161856,1456,60,6232,6628,42540,80544,1780,0,0,0,30,64,91210,13764,0,0,0,0,94392,242,100,30,5330,0,0,0,0,0,0,1602,70,22,0,0,3310,542,365220,36580,0,0,0,0,476250,194.48,232,50190,21280,12876,8988,19098,5894,3826,17088,0,0,0,0
neg,55718,1906,1542,0,0,0,0,0,16886,1204388,3049254,395132,16010,1112,0,1983768,0,0,0,21782,32360,4060006,3517806,786274,447218,0,0,0,0,1362,3312,0,1484,6288,5344,8158,18584,201070,2209280,2232574,0,3698,424,752,1262,29652,4646974,18,2,0,0,1690800,1555738,492382,242464,170380,130764,154628,245464,162,0,4869598,332,44,2286,0,1983768,70318,247902,536356,172540,199640,220580,4800,55718.72,4869598,4869598,4842726,21443,21222,115452,16480,4682782,1209600,192422,14,230,0,3496636.8,36077.76,1145496.96,0,726,0,0,231758,2475054,1553670,356132,52562,12008,1574,24,674,688,4869598,8926,1172,232718,658996,369446,2734654,644206,32544,120,0,1328,6600,3363324,256960,0,4522,0,42,3559132,7790,256,0,0,410,36208,0,0,0,0,33112,27582,5364,8140560,1177898,164278,33310,691800,119782,4255218,45484,0,0,54718520,2668.78,2788,1232130,954862,532430,256612,476526,472640,337532,408396,11642,12,0,0
neg,4,8,6,2,2,0,0,0,0,42,740,3934,0,0,0,1638,0,0,0,0,0,7134,5694,11886,130,0,0,0,0,0,0,0,0,0,0,0,0,0,866,3850,0,1524,136,246,350,1092,1368,0,0,0,0,3738,212,88,164,30,22,406,56,0,0,19044,0,6,0,0,1638,124,9436,2430,,,,11700,4.23,19044,19044,20902,19,40,1824,18880,4716,1209600,224,0,4,0,1361.28,0,2068.8,10752,,0,0,0,558,2404,1362,392,0,0,0,0,222,19044,1370,20,86,22,416,432,1894,416,60,0,10,0,1226,114,0,0,0,0,1838,86,58,0,0,0,0,0,0,0,0,132,0,0,274,148,68,18,300,114,0,14,0,0,0,0,0,3614,914,28,20,32,14,34,60,0,0,0,0
pos,240054,0,,0,0,0,0,0,1802,200752,3515416,9238358,1453786,5726,0,7557476,0,134,0,3744,5394,12164180,10232802,2637626,1733654,0,0,0,0,0,0,0,0,0,0,1352,239490,5353670,5205906,3615422,0,7006,3286,6472,11862,3506768,10880130,316,0,0,0,5413860,2422670,1198312,840554,689462,753816,1913976,1179646,3544,0,14807394,508,1120,786,206,7557476,286706,1428190,1206038,258580,258380,238440,59640,240054.84,14807394,14807394,14659028,101815,869670,12628,267620,14415840,1209600,0,,,,13298952,0,1104408,,,0,0,58676,1449614,7926708,4755380,189788,31350,4324,0,,0,14807394,9360,2090,615992,566986,1369380,11392290,448022,11720,0,0,,,,,,,,,,9574,78,0,0,0,0,0,0,0,0,165048,270038,56476,0,0,676622,140630,16483920,3241564,0,0,0,0,147100180,,,1165956,2731010,1986560,937408,1756772,1280942,1629598,1576428,1330410,20756,0,0
neg,16,,,0,0,0,0,0,908,2962,2022,3272,0,0,0,1974,0,192,,1348,2258,11518,10368,14358,288,,0,0,0,30,32,0,0,0,0,0,0,0,2656,6508,0,3442,6,2,4,32,3352,704,1622,0,0,6848,856,194,154,534,416,64,98,0,0,27272,,,2,0,1974,170,11640,2358,0,0,0,13940,16.38,27272,27272,,38,,,26920,,1209600,0,,,,,,,0,22,0,454,3102,1334,1164,3098,12,0,0,0,,,27272,3402,10,14,8,184,786,3996,700,64,0,,,,,,,,,,34,,,,,,,,,,238,,,,,,,,,,,,,,,60,6876,1814,180,60,90,66,46,32,0,0,,
neg,39070,130,122,0,0,0,0,0,0,908,115990,1841400,377538,14070,0,1158710,0,0,0,0,0,2146530,1896056,578758,186732,0,0,0,0,356,104,0,0,0,0,0,125748,1561348,589508,73302,0,1380,444,808,50166,1602250,694824,34,0,0,0,819710,491636,205372,155670,129748,107612,105176,328818,6164,0,2725866,16,56,44,6,1158710,33492,436246,141398,250160,288600,,34840,39070,2725866,2725866,2709510,16827,592,26912,299500,2349906,1209600,58232,0,64,0,2148869.76,0,202657.92,0,0,0,0,0,516,749622,1402784,185984,8252,2512,236,262,266,2725866,3090,428,32092,100862,65960,1653130,478768,15388,188,0,228,272,2137676,90368,18,11882,0,0,2167232,1316,180,0,0,0,0,0,0,0,0,17536,27628,6434,0,0,87820,16878,25300,5308,0,0,0,0,0,941.04,944,217118,324234,301116,169958,427224,428762,306354,156072,19068,0,0,0
neg,10924,2130706432,50,0,0,0,0,0,0,23390,203484,414344,153964,17462,0,354964,0,0,0,0,0,778876,714530,150026,42098,0,0,0,0,78,12,36906,17526,13424,16070,6580,81184,261664,209622,169668,0,950,738,2058,4288,15262,789284,64,0,0,0,272096,360138,97168,51570,22724,6968,1962,18,0,0,929076,270,1330,1160,0,354964,5648,92258,54106,,,,146460,10924.32,929076,929076,914514,3322,38,89946,926160,812644,1209600,12662,2,22,0,724175.04,7194.24,78960,34,190,0,0,0,41438,252168,374570,130850,12460,1140,18,2,26,929076,1460,208,41596,30716,24116,572730,132114,9280,418,6,58,26,726270,378612,0,1370,0,10,732030,576,80,0,0,150,7410,0,0,0,0,4424,2142,1672,0,0,6656,1350,5125540,512812,14654,2790,0,0,9924360,443.52,480,89668,93360,383486,198218,35808,7300,2562,922,1320,0,0,0
neg,3374,116,92,0,0,0,0,0,0,81156,105716,57178,5360,62,0,102374,0,48,0,3124,5368,266316,223642,121564,19264,0,0,0,0,52,450,0,0,0,0,0,0,0,47788,201684,0,2272,1590,4660,9678,28510,202582,172,8,0,0,111358,112032,21880,2620,648,242,162,482,44,4,391246,70,10,268,0,102374,3022,81460,37988,,,,118640,3373.96,391246,391246,377314,835,660,37042,388320,249472,1209600,8596,12,32,0,169667.52,0,70953.6,82,318,0,0,50732,97264,61204,37650,2166,384,72,0,0,46,391246,1934,142,14856,20958,172320,39020,242,0,0,0,116,700,165536,30760,0,2,0,0,176504,662,846,0,0,0,0,0,0,0,0,2740,0,6,67386,11860,5496,1002,1267520,130180,187258,42,0,0,1970250,447.96,504,82960,39040,17458,7392,14790,27702,13276,46654,20,180,0,0
neg,1080,32,,0,0,0,0,0,654,7616,19896,79386,2802,0,0,51176,0,0,0,1120,3898,120770,104754,26078,4680,0,0,0,0,0,0,0,0,0,0,0,0,0,30030,80324,0,2400,70,94,120,268,11610,93802,1320,670,0,66850,14100,11694,7390,4312,2508,1736,1692,72,0,148228,4,8,18,0,51176,1752,9684,16172,,,,24180,1080.59,148228,148228,142752,435,1620,13820,146220,110890,1209600,0,,,,65246.4,16888.32,27159.36,6,80,0,104,6326,11676,33660,51372,6764,288,114,50,,196,148228,2414,108,5026,9894,11736,25498,49578,5806,292,2,,,,,,,,,,912,56,0,0,0,0,0,0,52810,20884,1634,256,64,0,0,1580,246,71900,8372,0,0,0,0,80610,703.6,512,47714,16348,3472,1800,7920,12410,10894,9338,458,0,0,0
neg,40424,458,388,0,0,0,0,0,0,614,459978,1947762,892154,56124,0,1313208,0,0,0,0,0,3005040,2659070,440764,292362,0,0,0,0,178,116,0,0,0,0,0,299198,1338502,1041078,677854,0,5996,1172,1330,69112,2558600,720282,140,0,0,0,1646096,583420,267714,208096,212148,316006,123152,0,0,0,3446472,0,746,994,6,1313208,31718,195776,242438,138220,155220,,141120,40424.87,3446472,3446472,3454726,16773,18446,98946,1020000,3356632,1209600,90832,4,56,0,2598354.24,0,752008.32,0,0,0,0,0,46600,584848,1565532,1035876,115352,7576,848,8,16,3446472,8628,520,104804,479468,301022,2077414,373408,11344,24,0,602,314,540090,72394,0,117310,0,0,2629412,2374,114,0,0,0,0,0,0,0,0,18754,62498,9036,0,0,89236,11592,6201640,727650,0,0,0,0,1406480,1080.1,1320,778974,706940,519052,259746,473516,333046,137704,62712,80978,3964,0,0
neg,678884,920,,0,0,0,0,0,5934,1320624,4358832,1947794,677006,289914,46478,22766148,0,0,0,474228,720140,37028848,31333842,11016842,5618960,0,0,17494,0,2794,782,0,0,0,0,0,0,117290,5969896,2559396,0,2592,2356,5524,9178,1056494,7570438,0,0,0,0,3147976,2591802,699990,422388,324346,305964,398954,471454,179744,103964,48522428,256,1860,704,272,22766148,749778,3831264,7170902,420260,485360,386380,26940,678884.12,48522428,48522428,9115828,52634,36838,97012,99080,8646582,1209600,0,,,,35338214.4,2286339.84,9141027.84,10,884,0,76,44950,1337774,3676336,2830084,671160,83620,2546,36,,0,48522428,3552,986,1773628,437110,5014130,1415310,1866,0,0,0,,,,,,,,,,14220,1806,0,0,6860,483052,0,0,0,0,386402,59770,12218,33080824,3517390,307532,38910,8857920,1049920,643926,291260,0,0,68884200,1584.42,1858,2215546,1083806,881464,410880,620432,428794,508906,2182662,314064,28,0,0
neg,14,24,20,0,0,0,0,0,0,4,1512,3046,0,0,0,2236,0,0,0,0,0,11418,9098,5966,842,0,0,0,0,14,40,0,0,0,0,0,0,0,0,4562,0,50,8,24,388,572,106,3414,0,0,0,2880,616,166,98,92,38,78,342,114,138,17396,0,0,0,0,2236,130,4184,1710,,,,5840,13.06,17396,17396,11714,22,0,1602,17280,4596,1209600,294,2,0,0,2074.56,0,1430.4,0,16,0,0,0,1026,2612,240,684,0,0,0,0,6,17396,938,6,8,98,126,958,1848,572,8,0,22,96,2222,146,0,10,0,0,2332,38,18,0,0,0,0,0,0,0,0,140,0,0,892,118,72,18,1280,128,1282,8,0,0,0,0.76,32,2618,1586,284,36,38,0,0,0,0,0,0,0
neg,59092,358,358,0,0,0,0,0,0,174,273034,2647170,1219826,44600,1240,1795306,6676,0,0,0,0,3882220,3438208,901558,355892,0,0,0,0,180,58,0,0,0,0,1102,9616,926568,1840910,1407848,0,3972,2186,2792,106164,3639286,431626,18,0,0,0,1583104,1029760,245316,172462,130258,123162,296966,605016,0,0,4784386,48,20,604,14,1795306,41158,603538,295852,201420,263980,200720,228080,59091.95,4784386,4784386,4777870,27530,0,110494,1147720,4186044,1209600,145566,2,102,0,3778520.64,0,404607.36,0,0,0,0,0,18074,698678,2421050,992668,46782,8184,608,8,12,4784386,6372,734,94378,214256,253906,3185100,413682,17594,22,0,338,328,3810286,60424,0,44,0,28,3812812,3382,194,0,0,0,0,0,0,0,0,23630,129764,14504,0,0,111796,11652,20860,2062,4556938,90,0,0,1015240,1892.34,1860,437124,866516,815806,439248,921848,685018,18428,1708,348,0,0,0
neg,39772,204,512,0,0,0,0,0,0,2,53330,442972,79572,8522,334,1332610,0,0,0,0,0,2469852,2240148,375478,191546,0,0,806,0,1830,310,0,0,0,0,0,0,213704,277770,93258,0,384,260,236,10860,446622,126352,18,0,0,0,204766,120666,23990,20006,20414,22902,40320,131660,8,0,2845692,960,972,216,12,1332610,31272,177844,196082,179660,137820,,53980,39772.85,2845692,2845692,608242,4662,16524,40098,422020,584732,1209600,57416,0,72,0,2172519.36,18568.32,514294.08,0,0,0,0,0,40,181862,344590,53948,3268,944,80,54,64,2845692,720,96,13572,53910,25286,350942,137758,2430,18,0,1002,1706,1626142,264394,116,41144,0,0,2192264,1938,122,0,0,250,16750,0,0,0,0,15502,29680,4976,0,0,56144,7376,835640,182460,0,0,0,0,293300,164.82,192,84348,106036,53714,28894,57712,49482,49534,46222,95664,13126,0,0
neg,14,70,50,0,0,0,0,0,0,232,6052,1940,0,0,0,1420,0,0,0,0,0,5816,3522,9520,1266,0,0,0,0,30,2,0,0,0,0,0,0,0,722,7502,0,62,2,178,784,122,702,6374,0,0,0,6588,462,130,64,122,144,468,80,14,152,15348,4,16,0,0,1420,200,6134,3294,,,,9300,13.9,15348,15348,18476,30,0,1468,15120,8272,1209600,302,2,4,0,2428.8,0,4712.64,0,8,0,0,132,4852,2234,486,520,0,0,0,2,6,15348,1170,6,12,652,40,1616,3878,840,10,0,62,0,2170,62,0,14,0,0,3056,50,40,0,0,0,0,0,0,0,0,270,0,0,1736,312,126,30,14160,1736,17482,36,0,0,0,0.68,42,5916,1958,208,32,54,34,22,0,0,0,0,0
neg,51428,798,698,0,0,0,0,0,0,1104,38442,793938,440780,18422,1274,1695898,0,0,0,0,0,3021262,2782498,351966,185354,0,0,0,0,1008,236,0,0,0,0,0,0,173784,768482,351694,0,970,508,474,1962,669436,620542,68,0,0,0,340742,325512,185720,152820,89324,60470,52022,87228,122,0,3373930,5938,48,7324,0,1695898,37508,167564,183254,132960,119160,,93480,51428.79,3373930,3373930,1340792,9309,10208,91170,947720,1293960,1209600,81888,0,82,0,2932371.84,0,271824.96,0,0,0,0,0,4612,249224,821468,206904,9592,1986,174,2,6,3373930,1842,266,17286,74548,34510,613544,544620,7302,42,0,1190,586,2109436,972438,94,8280,0,0,2955018,2322,474,0,0,0,0,0,0,0,0,18232,29234,5292,0,0,86660,13094,2850060,350350,0,0,0,0,5852990,381.76,544,112830,243682,170152,83456,287390,256348,58948,33518,47374,262,0,0
neg,187998,2338,1404,0,0,0,0,0,146994,3535366,3432906,701804,76684,5010,0,3357112,0,166,0,304160,461158,8289290,7649128,2167336,739230,2,0,0,0,2050,3894,0,0,0,0,0,0,15534,4872570,3010660,0,14836,21236,26834,33364,58814,7327766,352698,63216,0,0,3187158,1660728,937234,528420,386270,268472,197380,161380,99096,472626,10762672,1044,2076,17818,2,3357112,105798,1286248,869044,201260,198420,267720,206080,187997.04,10762672,10762672,8516638,44299,480,96040,1067240,7902218,1209600,217320,18,120,0,8871484.8,0,898736.64,260,1588,0,82,192884,740930,2139560,2977000,1209654,504780,127494,6380,0,3498,10762672,8354,1168,412046,196910,473806,6456014,324444,25478,544,0,1882,5012,7240072,2973154,0,4008,0,0,7244160,6750,1560,0,0,0,0,0,0,0,0,57850,29574,13852,15500598,2341836,196840,35976,55888220,5593806,10591726,4408,0,0,7997050,2812.04,2706,718276,656004,526334,246500,569974,512280,925678,3687272,56446,0,0,0
neg,77198,0,350,0,0,0,0,0,0,856,346234,3506324,1357816,51398,250,2224332,0,9586,14176,0,0,4783404,4184282,1130876,479372,0,0,0,0,0,0,0,0,0,0,0,38092,1479098,1931760,1813928,0,4858,1338,2486,96120,3429776,1726248,2052,0,0,0,1448462,1764838,558280,378140,265700,199558,287454,360442,4,0,5915360,0,0,0,0,2224332,65786,801854,327356,198620,236780,239740,161320,77197.18,5915360,5915360,5913366,32321,0,99824,1064780,5262878,1209600,0,294,104,0,4668847.68,0,588377.28,0,0,0,0,0,36648,1283984,3165988,745204,25796,5144,114,160,0,5915360,7382,834,3824,238264,251258,3448582,1271098,41266,370,0,830,272,3915808,66514,754,5164,0,0,3925390,0,0,0,0,0,0,0,0,0,0,35518,0,0,0,0,0,0,0,0,0,0,0,0,0,2191.88,2336,639970,899360,746720,438856,1363406,1159690,14704,162,10,0,0,0
neg,18,100,86,0,0,0,0,0,0,1492,2980,2534,0,0,0,3010,0,0,0,0,0,8130,5582,6084,774,0,0,0,0,30,4,0,0,0,0,0,0,0,0,7006,0,72,0,14,1272,84,264,5300,0,0,0,5020,624,202,60,36,38,228,426,244,128,14242,2,12,0,0,3010,190,3964,2108,,,,5900,17.14,14242,14242,16244,32,114,1304,14020,7058,1209600,384,2,0,0,2661.12,0,3026.88,0,16,0,0,1016,2754,2088,712,436,0,0,0,0,4,14242,1394,6,34,22,138,442,3952,1002,16,0,70,12,2526,78,0,12,0,0,3348,58,28,0,0,0,0,0,0,0,0,178,0,0,2036,236,112,32,18500,1916,14674,52,0,0,0,0.9,54,4522,2046,238,58,78,50,14,0,0,0,0,0
neg,77828,2130706432,304,0,0,0,0,0,0,550,109570,3172838,1751078,46650,402,2227616,0,0,0,0,0,4532350,3926414,1061310,516290,0,0,0,0,738,188,0,0,0,0,0,104030,1603944,1953316,1419798,0,3148,3342,6238,19948,164246,4881860,2306,0,0,0,1545846,1278122,503866,378266,296898,267934,417862,392294,0,0,5594340,98,264,260,44,2227616,70480,697368,363018,287420,171840,210680,129020,77828.65,5594340,5594340,5592818,35066,36806,70490,746160,5081088,1209600,168330,2,76,0,4344921.6,0,733614.72,48,1168,0,0,0,11850,935462,3397974,706720,25474,3532,76,14,22,5594340,5216,634,103198,493162,227968,3237974,991662,21142,132,0,890,488,4096896,29928,0,6262,0,10,4402320,2618,476,0,0,0,0,0,0,0,0,42784,76212,25114,0,0,148758,28932,12214060,1536856,0,0,0,0,3997830,1419.2,1472,766886,905344,665840,320674,614946,481440,415392,305136,561902,43528,0,0
neg,18652,72,48,0,0,0,0,0,7076,75032,781794,345704,7988,0,0,540210,0,0,0,7804,13298,1074620,928876,261628,115848,4,0,0,0,242,364,0,0,0,0,0,0,10978,532340,674276,0,6182,2110,7362,8906,35792,764506,389144,3592,0,0,668880,300870,93880,60228,34462,22660,15106,11230,6542,3736,1344498,340,68,822,4,540210,15602,119482,138154,230480,,,26820,18652.79,1344498,1344498,1339110,5981,0,10678,130340,1218292,1209600,21146,0,66,0,926587.2,0,287399.04,136,480,0,5582,43832,431402,586688,140810,8726,472,82,0,24,60,1344498,4652,156,52716,73918,656726,424480,4946,0,0,0,50,604,929046,346040,0,1270,0,0,947754,1198,630,0,0,0,0,0,0,0,0,8202,3266,740,913870,194724,18098,5164,3700,374,547088,2062,0,0,0,801.9,680,299316,130712,47700,22004,50448,150846,178394,336488,1678,8,0,0
neg,290,42,38,0,0,0,0,0,0,34,9500,25388,0,0,0,15556,0,0,0,0,0,35720,26980,32238,3088,0,0,0,0,38,122,0,0,0,0,0,0,0,10008,24914,0,396,186,168,534,918,20830,11890,0,0,0,22102,7578,2270,976,728,716,256,232,46,18,68042,18,18,80,0,15556,624,23678,8432,,,,31740,289.45,68042,68042,66906,106,256,6422,67380,35050,1209600,1256,0,2,0,19002.24,0,14864.64,4,66,0,0,0,3206,22428,7930,1246,98,14,0,20,24,68042,1330,46,440,3060,3320,12030,12950,1686,60,0,90,340,19510,4192,0,64,0,0,19976,238,200,0,0,0,0,0,0,0,0,578,62,12,0,0,768,124,1980,348,0,0,0,0,0,210.24,124,16374,5588,2716,1412,3782,1500,1822,1728,0,0,0,0
neg,41640,84,80,0,0,0,0,0,0,144,182408,1840586,704088,14870,0,1073938,0,0,0,0,0,2608310,2363948,390850,188896,0,0,0,0,192,96,0,0,0,0,0,59236,823284,1642586,216990,0,2028,1324,1342,70628,1954088,712648,38,0,0,0,899836,759970,313902,222540,167962,130344,153894,93648,0,0,2999622,170,504,344,8,1073938,25458,243056,147094,163040,156720,,66420,41640.89,2999622,2999622,2999300,16302,6908,55022,573760,2742096,1209600,79774,2,42,0,2411407.68,0,327519.36,0,0,0,0,0,22756,932080,1555048,214008,14820,3264,120,4,10,2999622,3814,490,106300,171840,180338,2021512,250188,7594,20,0,116,224,2266484,171108,0,7990,0,36,2438310,1984,386,0,0,0,0,0,0,0,0,14336,44580,11260,0,0,68464,10156,9101560,959098,0,0,0,0,1700470,918.6,1050,346070,546760,314548,168320,361772,431468,321038,136464,109434,6222,0,0
